Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
Q96PC3;Q96PC3-2;Q96PC3-3;Q96PC3-4	Q96PC3;B8ZZZ1;Q96PC3-2;Q96PC3-3;Q96PC3-4;A0A8V8TN69;A0A8V8TNP8;A0A8V8TPK7;A0A8V8TPZ3;F8W8K9;G5E966	AP1S3_HUMAN	AP1S3	AP-1 complex subunit sigma-3
Q96PC5	Q96PC5;Q96PC5-10;Q96PC5-12;Q96PC5-7;Q96PC5-8;Q96PC5-11;Q96PC5-13;Q96PC5-14;Q96PC5-5;Q96PC5-6;Q96PC5-9;G3V599	MIA2_HUMAN	MIA2	Melanoma inhibitory activity protein 2
Q96PC5;Q96RT6	Q96PC5;Q96PC5-10;Q96PC5-12;Q96PC5-7;Q96PC5-8;Q96PC5-11;Q96PC5-13;Q96PC5-14;Q96PC5-5;Q96PC5-9;Q96RT6;G3V599;G3V3C4	CTGE2_HUMAN;MIA2_HUMAN	CTAGE1;MIA2	Melanoma inhibitory activity protein 2
Q96PD2	Q96PD2;Q96PD2-2	DCBD2_HUMAN	DCBLD2	Discoidin, CUB and LCCL domain-containing protein 2
Q96PD5	Q96PD5;Q96PD5-2	PGRP2_HUMAN	PGLYRP2	N-acetylmuramoyl-L-alanine amidase
Q96PE1	Q96PE1;Q96PE1-2;H7C1L1	AGRA2_HUMAN	ADGRA2	Adhesion G protein-coupled receptor A2
Q96PE2	Q96PE2;A0A2R8Y4D7	ARHGH_HUMAN	ARHGEF17	Rho guanine nucleotide exchange factor 17
Q96PE3;Q96PE3-2;Q96PE3-3	Q96PE3;Q96PE3-2;Q96PE3-3;B8ZZB2	INP4A_HUMAN	INPP4A	Inositol polyphosphate-4-phosphatase type I A
Q96PE7	Q96PE7;H7BZS7	MCEE_HUMAN	MCEE	Methylmalonyl-CoA epimerase, mitochondrial
Q96PK6	Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14
Q96PK6-5	Q9BWF3;Q96PK6-5	RBM14_HUMAN	RBM14	Isoform 5 of RNA-binding protein 14
Q96PK6-5;Q9BQ04	Q9BQ04;Q9BWF3;Q96PK6-5;E9PB51	RBM14_HUMAN;RBM4B_HUMAN	RBM14;RBM4B	Isoform 5 of RNA-binding protein 14
Q96PK6;Q96PK6-2	Q96PK6;Q96PK6-2	RBM14_HUMAN	RBM14	RNA-binding protein 14
Q96PK6;Q96PK6-2;Q96PK6-4;Q96PK6-5	Q96PK6;Q96PK6-2;Q96PK6-3;Q96PK6-4;Q96PK6-5;A0A0A0MSL8;A0A0A6YYI9;B8ZZ74;F8WDX3	RBM14_HUMAN	RBM14	RNA-binding protein 14
Q96PL1	Q96PL1	SG3A2_HUMAN	SCGB3A2	Secretoglobin family 3A member 2
Q96PM5;Q96PM5-6	Q96PM5;Q96PM5-4;Q96PM5-2;Q96PM5-3;Q96PM5-6;Q96PM5-7;Q96PM5-8	ZN363_HUMAN	RCHY1	RING finger and CHY zinc finger domain-containing protein 1
Q96PP8	Q96PP8;Q96PP8-2;E7ETN8	GBP5_HUMAN	GBP5	Guanylate-binding protein 5
Q96PP8;Q9H0R5-4	Q96PP8;Q9H0R5;Q96PP8-2;Q9H0R5-4;E7ETN8	GBP3_HUMAN;GBP5_HUMAN	GBP3;GBP5	Guanylate-binding protein 5
Q96PP9	Q8N8V2;Q96PP9;A0A3B3IRS3	GBP4_HUMAN	GBP4	Guanylate-binding protein 4
Q96PU4	Q96PU4;Q96PU4-2;B1AL33	UHRF2_HUMAN	UHRF2	E3 ubiquitin-protein ligase UHRF2
Q96PU5;Q96PU5-7	Q96PU5;Q96PU5-2;Q96PU5-3;Q96PU5-5;Q96PU5-6;Q96PU5-7;A0A6Q8PFI7;A0A6Q8PG51;A0A6Q8PGP5;A0A6Q8PHJ5	NED4L_HUMAN	NEDD4L	E3 ubiquitin-protein ligase NEDD4-like
Q96PU8;Q96PU8-6;Q96PU8-8;Q96PU8-9	Q96PU8;Q96PU8-3;Q96PU8-5;Q96PU8-6;Q96PU8-8;Q96PU8-9;H0YG47;H0YGD6	QKI_HUMAN	QKI	KH domain-containing RNA-binding protein QKI
Q96PV6;Q96PV6-1	Q96PV6;A0A087WUE4;A0A0G2JNN3;C9JMY0;Q96PV6-1	LENG8_HUMAN	LENG8	Leukocyte receptor cluster member 8
Q96PY5-3	Q96PY5;C9IZY8;Q96PY5-3	FMNL2_HUMAN	FMNL2	Isoform 2 of Formin-like protein 2
Q96PY6;Q96PY6-2;Q96PY6-3;Q96PY6-6	Q96PY6;A0A8I5KRM5;A0A8I5KSI3;A0A8I5KUL6;Q96PY6-2;Q96PY6-3;Q96PY6-4;Q96PY6-5;Q96PY6-6;A0A8I5KWD5;A0A8I5QJM8;H0Y8M6	NEK1_HUMAN	NEK1	Serine/threonine-protein kinase Nek1
Q96PZ0;Q96PZ0-2	Q96PZ0;E7EUH7;H0Y863;Q96PZ0-2	PUS7_HUMAN	PUS7	Pseudouridylate synthase 7 homolog
Q96Q05;Q96Q05-2;Q96Q05-3	Q96Q05;Q96Q05-2;Q96Q05-3;H0YBR0	TPPC9_HUMAN	TRAPPC9	Trafficking protein particle complex subunit 9
Q96Q06	Q96Q06;A0A0J9YXN7	PLIN4_HUMAN	PLIN4	Perilipin-4
Q96Q11;Q96Q11-2	Q96Q11;Q96Q11-2;A0A8V8TM71	TRNT1_HUMAN	TRNT1	CCA tRNA nucleotidyltransferase 1, mitochondrial
Q96Q11;Q96Q11-2;Q96S86	Q96Q11;Q96S86;Q96Q11-2;A0A494C0A0;A0A494C0Y2;A0A494C181;A0A494C1D4;A0A8V8TM71;F8W8C3;H3BRY4;H3BT26;H3BTH8	HPLN3_HUMAN;TRNT1_HUMAN	HAPLN3;TRNT1	CCA tRNA nucleotidyltransferase 1, mitochondrial
Q96Q15	Q96Q15;J3KRA9;Q96Q15-2;Q96Q15-3;Q96Q15-4	SMG1_HUMAN	SMG1	Serine/threonine-protein kinase SMG1
Q96Q42	Q96Q42;A0A0S2Z5Q7;Q96Q42-2;Q96Q42-3;A0A0S2Z5I4;A0A7P0T813;A0A7P0T8F3;A0A7P0T8P3;A0A7P0T8R1;A0A7P0T8T2;A0A7P0T8W6;A0A7P0T951;A0A7P0T958;A0A7P0T976;A0A7P0T980;A0A7P0T9K3;A0A7P0T9P3;A0A7P0T9R1;A0A7P0T9U5;A0A7P0T9V4;A0A7P0TAH8;A0A7P0TAM1;A0A7P0TBB0;A0A7P0Z499;A0A7P0Z4F3;A0A7P0Z4I4;A0A7P0Z4J9;A0A7P0Z4M6;J3KQ33;J3KQ43	ALS2_HUMAN	ALS2	Alsin
Q96QA5	Q96QA5	GSDMA_HUMAN	GSDMA	Gasdermin-A
Q96QC0	Q96QC0	PP1RA_HUMAN	PPP1R10	Serine/threonine-protein phosphatase 1 regulatory subunit 10
Q96QD8	Q96QD8;F8VUY8	S38A2_HUMAN	SLC38A2	Sodium-coupled neutral amino acid symporter 2
Q96QD9	Q96QD9;Q96QD9-2;Q96QD9-3	UIF_HUMAN	FYTTD1	UAP56-interacting factor
Q96QF0;Q96QF0-2;Q96QF0-3;Q96QF0-4	Q96QF0;Q96QF0-7;Q96QF0-2;Q96QF0-3;Q96QF0-4;Q96QF0-5;Q96QF0-6;H0YI02;J3KPG1	RAB3I_HUMAN	RAB3IP	Rab-3A-interacting protein
Q96QG7	Q96QG7;Q96QG7-2	MTMR9_HUMAN	MTMR9	Myotubularin-related protein 9
Q96QH2	Q96QH2	PRAM_HUMAN	PRAM1	PML-RARA-regulated adapter molecule 1
Q96QK1	Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35
Q96QP1	Q96QP1;Q96QP1-2	ALPK1_HUMAN	ALPK1	Alpha-protein kinase 1
Q96QR1	Q96QR1	SG3A1_HUMAN	SCGB3A1	Secretoglobin family 3A member 1
Q96QR8	Q96QR8	PURB_HUMAN	PURB	Transcriptional activator protein Pur-beta
Q96QT4	Q96QT4;H0YLN8	TRPM7_HUMAN	TRPM7	Transient receptor potential cation channel subfamily M member 7
Q96QU8;Q96QU8-2	Q96QU8;Q96QU8-2;I3L2K0	XPO6_HUMAN	XPO6	Exportin-6
Q96QV1	Q96QV1	HHIP_HUMAN	HHIP	Hedgehog-interacting protein
Q96QZ7;Q96QZ7-2;Q96QZ7-6	Q96QZ7;Q96QZ7-2;Q96QZ7-3;Q96QZ7-4;Q96QZ7-5;Q96QZ7-6;Q96QZ7-7	MAGI1_HUMAN	MAGI1	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1
Q96R05	Q96R05	RET7_HUMAN	RBP7	Retinoid-binding protein 7
Q96R06	Q96R06	SPAG5_HUMAN	SPAG5	Sperm-associated antigen 5
Q96RD9-3	Q96RD9;Q96RD9-3;Q96RD9-4	FCRL5_HUMAN	FCRL5	Isoform 3 of Fc receptor-like protein 5
Q96RE7	Q96RE7	NACC1_HUMAN	NACC1	Nucleus accumbens-associated protein 1
Q96RF0-2	Q96RF0-2	SNX18_HUMAN	SNX18	Isoform 2 of Sorting nexin-18
Q96RG2	Q96RG2;Q96RG2-2;Q96RG2-4	PASK_HUMAN	PASK	PAS domain-containing serine/threonine-protein kinase
Q96RK0	Q96RK0;A0A0A0MQR4;A0A7P0T9K5;I3L2J0	CIC_HUMAN	CIC	Protein capicua homolog
Q96RK4;Q96RK4-2	Q96RK4;H3BU58;Q96RK4-2;Q96RK4-3	BBS4_HUMAN	BBS4	Bardet-Biedl syndrome 4 protein
Q96RL1	Q96RL1;Q96RL1-3	UIMC1_HUMAN	UIMC1	BRCA1-A complex subunit RAP80
Q96RL1;Q96RL1-4	Q96RL1;Q96RL1-2;Q96RL1-3;Q96RL1-4	UIMC1_HUMAN	UIMC1	BRCA1-A complex subunit RAP80
Q96RL7;Q96RL7-2;Q96RL7-4	Q96RL7;Q96RL7-2;Q96RL7-3;Q96RL7-4	VP13A_HUMAN	VPS13A	Intermembrane lipid transfer protein VPS13A
Q96RM1	Q96RM1	SPR2F_HUMAN	SPRR2F	Small proline-rich protein 2F
Q96RN5;Q96RN5-2;Q96RN5-3	Q96RN5;G3V1P5;Q96RN5-2;C9J1I1;C9JGN2;C9JLN7;C9JM58;C9JZV5;Q96RN5-3	MED15_HUMAN	MED15	Mediator of RNA polymerase II transcription subunit 15
Q96RP9	Q96RP9;Q96RP9-2	EFGM_HUMAN	GFM1	Elongation factor G, mitochondrial
Q96RQ3	Q96RQ3;F8WDI3;G5E9X5	MCCA_HUMAN	MCCC1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial
Q96RQ9;Q96RQ9-2	Q96RQ9;Q96RQ9-2;M0QYW8	OXLA_HUMAN	IL4I1	L-amino-acid oxidase
Q96RR4;Q96RR4-2;Q96RR4-3;Q96RR4-7	Q96RR4;Q96RR4-2;Q96RR4-3;Q96RR4-4;Q96RR4-5;Q96RR4-6;Q96RR4-7;F5GZ00	KKCC2_HUMAN	CAMKK2	Calcium/calmodulin-dependent protein kinase kinase 2
Q96RS0	Q96RS0	TGS1_HUMAN	TGS1	Trimethylguanosine synthase
Q96RS6	Q96RS6;A0A7I2V457;E5RGX7	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1
Q96RS6;Q96RS6-2	Q96RS6;Q96RS6-2;Q96RS6-3	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1
Q96RT1;Q96RT1-2;Q96RT1-3;Q96RT1-5;Q96RT1-8;Q96RT1-9	Q96RT1;Q96RT1-2;Q96RT1-3;Q96RT1-4;Q96RT1-5;Q96RT1-6;Q96RT1-7;Q96RT1-8;Q96RT1-9;A0A8V8TML0;A0A8V8TML4;A0A8V8TML6;A0A8V8TN18;A0A8V8TN23;A0A8V8TN29;A0A8V8TP04;A0A8V8TP09;A0A8V8TP15;A0A8V8TPC7;A0A8V8TPD2;B4DIP2;H0YA04	ERBIN_HUMAN	ERBIN	Erbin
Q96RT7;Q96RT7-2;Q96RT7-3	Q96RT7;E7EQL8;Q96RT7-2;Q96RT7-3	GCP6_HUMAN	TUBGCP6	Gamma-tubulin complex component 6
Q96RT8;Q96RT8-2	Q96RT8;A0A087X1Z1;A0A0G2JPW5;A0A0G2JQX1;A0A0G2JSA7;Q96RT8-2	GCP5_HUMAN	TUBGCP5	Gamma-tubulin complex component 5
Q96RU2;Q96RU2-2	Q96RU2;B4E3L3;Q96RU2-2;Q96RU2-3;A0A8V8TLZ9;G3V1N5;H0YG96	UBP28_HUMAN	USP28	Ubiquitin carboxyl-terminal hydrolase 28
Q96RU3;Q96RU3-2;Q96RU3-3;Q96RU3-5	Q96RU3;A0A8V8TQ35;Q96RU3-2;Q96RU3-3;Q96RU3-4;Q96RU3-5;A0A994J3U5;A0A994J3V8;A0A994J4A3;A0A994J6U4;H0Y7W6	FNBP1_HUMAN	FNBP1	Formin-binding protein 1
Q96RW7-2	Q96RW7-2;Q5TCP6	HMCN1_HUMAN	HMCN1	Isoform 2 of Hemicentin-1
Q96RW7;Q96RW7-2	Q96RW7;Q96RW7-2	HMCN1_HUMAN	HMCN1	Hemicentin-1
Q96RY7	Q96RY7;Q96RY7-2	IF140_HUMAN	IFT140	Intraflagellar transport protein 140 homolog
Q96S19	Q96S19;Q96S19-3;Q96S19-5;A0A087WYU2	MTL26_HUMAN	METTL26	Methyltransferase-like 26
Q96S19;Q96S19-2	Q96S19;Q96S19-2;Q96S19-3;Q96S19-4;Q96S19-5;Q96S19-6;A0A087WYU2;H3BMF3;H3BNB2;H3BNT3;H3BQ55;H3BRT2;H3BS73	MTL26_HUMAN	METTL26	Methyltransferase-like 26
Q96S38;Q96S38-2	Q96S38;F6RJM5;Q96S38-2	KS6C1_HUMAN	RPS6KC1	Ribosomal protein S6 kinase delta-1
Q96S44	Q96S44	PRPK_HUMAN	TP53RK	EKC/KEOPS complex subunit TP53RK
Q96S55;Q96S55-2	Q96S55;Q96S55-2;Q96S55-3;Q96S55-4	WRIP1_HUMAN	WRNIP1	ATPase WRNIP1
Q96S59	Q96S59;Q96S59-2;Q96S59-3	RANB9_HUMAN	RANBP9	Ran-binding protein 9
Q96S66-3	Q96S66;A0A6Q8PEZ7;A0A6Q8PFF7;A0A6Q8PG14;A0A6Q8PG30;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PHQ1;A0A8I5KRC0;Q5T1P5;Q96S66-2;Q96S66-3;Q96S66-4	CLCC1_HUMAN	CLCC1	Isoform 3 of Chloride channel CLIC-like protein 1
Q96S82	Q96S82;H3BSQ2;H3BV23	UBL7_HUMAN	UBL7	Ubiquitin-like protein 7
Q96S86	Q96S86;H3BRY4;H3BT26;H3BTH8	HPLN3_HUMAN	HAPLN3	Hyaluronan and proteoglycan link protein 3
Q96S90	Q96S90;Q96S90-2	LYSM1_HUMAN	LYSMD1	LysM and putative peptidoglycan-binding domain-containing protein 1
Q96S96	Q96S96	PEBP4_HUMAN	PEBP4	Phosphatidylethanolamine-binding protein 4
Q96S99	Q96S99;K7ELB8	PKHF1_HUMAN	PLEKHF1	Pleckstrin homology domain-containing family F member 1
Q96SB3	Q96SB3	NEB2_HUMAN	PPP1R9B	Neurabin-2
Q96SB4;Q96SB4-3;Q96SB4-4	Q96SB4;H3BLV9;Q96SB4-3;Q96SB4-4	SRPK1_HUMAN	SRPK1	SRSF protein kinase 1
Q96SB8	Q96SB8;A0A0A0MRY1;C9JMN1;Q96SB8-2	SMC6_HUMAN	SMC6	Structural maintenance of chromosomes protein 6
Q96SI1;Q96SI1-2	Q96SI1;Q96SI1-2;V9GYY8	KCD15_HUMAN	KCTD15	BTB/POZ domain-containing protein KCTD15
Q96SI9	Q96SI9;Q96SI9-2	STRBP_HUMAN	STRBP	Spermatid perinuclear RNA-binding protein
Q96SL4	Q96SL4	GPX7_HUMAN	GPX7	Glutathione peroxidase 7
Q96SM3	Q96SM3	CPXM1_HUMAN	CPXM1	Probable carboxypeptidase X1
Q96ST2	Q96ST2;Q96ST2-2;Q96ST2-3;A0A1B0GW95;H7C0U1	IWS1_HUMAN	IWS1	Protein IWS1 homolog
Q96ST3	Q96ST3;A0A994J7C5;A0A994J7C7	SIN3A_HUMAN	SIN3A	Paired amphipathic helix protein Sin3a
Q96SU4;Q96SU4-2;Q96SU4-7	Q96SU4;Q96SU4-2;Q96SU4-3;Q96SU4-4;Q96SU4-5;Q96SU4-6;Q96SU4-7;A0A096LPC8	OSBL9_HUMAN	OSBPL9	Oxysterol-binding protein-related protein 9
Q96SW2;Q96SW2-2	Q96SW2;A0A1W2PPJ5;J3QT87;Q96SW2-2	CRBN_HUMAN	CRBN	Protein cereblon
Q96SY0	Q96SY0;B4DJL6;Q96SY0-3;Q96SY0-4;B4DVT3;H3BRY6	INT14_HUMAN	INTS14	Integrator complex subunit 14
Q96SZ5	Q96SZ5	AEDO_HUMAN	ADO	2-aminoethanethiol dioxygenase
Q96T17	Q96T17;Q96T17-2;Q96T17-4;Q96T17-5	MA7D2_HUMAN	MAP7D2	MAP7 domain-containing protein 2
Q96T23	Q96T23;Q96T23-2;H0YER1;H7C306	RSF1_HUMAN	RSF1	Remodeling and spacing factor 1
Q96T37-3	Q96T37;A0A087WWP4;A0A494C001;A0A499FJY3;Q96T37-2;Q96T37-3;Q96T37-4	RBM15_HUMAN	RBM15	Isoform 3 of RNA-binding protein 15
Q96T51	Q96T51;Q96T51-2;Q96T51-3;H0Y9Y8;J3KPP6	RUFY1_HUMAN	RUFY1	RUN and FYVE domain-containing protein 1
Q96T58	Q96T58;F6WRY4	MINT_HUMAN	SPEN	Msx2-interacting protein
Q96T60	Q96T60;A0A0D9SFL2;M0R3C8;Q96T60-2;A0A0D9SFD6	PNKP_HUMAN	PNKP	Bifunctional polynucleotide phosphatase/kinase
Q96T76;Q96T76-8	Q96T76;H0Y746;Q96T76-5;Q96T76-8;Q96T76-9	MMS19_HUMAN	MMS19	MMS19 nucleotide excision repair protein homolog
Q96T88;Q96T88-2	Q96T88;A0A087WTW0;A0A087WVR3;Q96T88-2	UHRF1_HUMAN	UHRF1	E3 ubiquitin-protein ligase UHRF1
Q96TA1;Q96TA1-2	Q96TA1;Q96TA1-2	NIBA2_HUMAN	NIBAN2	Protein Niban 2
Q96TA2	Q96TA2;Q96TA2-2;Q96TA2-3	YMEL1_HUMAN	YME1L1	ATP-dependent zinc metalloprotease YME1L1
Q96TC7	Q96TC7;Q96TC7-2;H0YMB1	RMD3_HUMAN	RMDN3	Regulator of microtubule dynamics protein 3
Q99081;Q99081-2;Q99081-3;Q99081-4	Q99081;Q99081-3;B4DGI9;Q99081-2;Q99081-4;B4DZP2;F5GY10	HTF4_HUMAN	TCF12	Transcription factor 12
Q99102	Q99102;Q99102-10;Q99102-12;Q99102-13;Q99102-17;A0A0G2JM16;A0A0G2JMX1;A0A0G2JNL3;A0A0G2JNM3;A0A0G2JPA4;A0A0G2JQT8;A0A0G2JR97;A0A0G2JRA1;A0A0G2JRU8;A0A0G2JS65;A0A0G2JSC3;E7ENC5;E9PDY6;A0A0G2JNJ5;A0A0G2JQC1;A0A0G2JQJ2;A0A0G2JSB1	MUC4_HUMAN	MUC4	Mucin-4
Q99102;Q99102-7	Q99102;Q99102-10;Q99102-12;Q99102-13;Q99102-16;Q99102-17;Q99102-2;Q99102-3;Q99102-5;Q99102-7;Q99102-8;A0A0G2JM16;A0A0G2JMX1;A0A0G2JNL3;A0A0G2JNM3;A0A0G2JPA4;A0A0G2JQT8;A0A0G2JR97;A0A0G2JRA1;A0A0G2JRU8;A0A0G2JS65;A0A0G2JSC3;E7ENC5;E9PDY6;A0A0G2JN54;A0A0G2JNJ5;A0A0G2JQC1;A0A0G2JQC6;A0A0G2JQI2;A0A0G2JQJ2;A0A0G2JQK9;A0A0G2JQN9;A0A0G2JR43;A0A0G2JRC8;A0A0G2JRD8;A0A0G2JRE6;A0A0G2JRJ6;A0A0G2JRK4;A0A0G2JRS2;A0A0G2JRT1;A0A0G2JRV5;A0A0G2JRW3;A0A0G2JRW6;A0A0G2JRY3;A0A0G2JS19;A0A0G2JSB1;A0A0G2JSB4;A0A0G2JSD9;E7EQT2;E7ERK0;E7ETT5;E7EUL9;E7EW47;E7EWN1;H0Y2Y1	MUC4_HUMAN	MUC4	Mucin-4
Q99417	Q99417;A0A087WV05	MYCBP_HUMAN	MYCBP	c-Myc-binding protein
Q99418;Q99418-2	Q99418;Q99418-2;A0A0D9SFG6;A0A994J5E5	CYH2_HUMAN	CYTH2	Cytohesin-2
Q99426	Q99426;Q99426-2;A0A494C0X0;K7EK42;K7EP07	TBCB_HUMAN	TBCB	Tubulin-folding cofactor B
Q99435-2;Q99435-4	Q99435;F8VVB6;Q99435-2;Q99435-3;Q99435-4;F8VZ72;F8W1A2	NELL2_HUMAN	NELL2	Isoform 2 of Protein kinase C-binding protein NELL2
Q99436	Q99436;Q5TBG5;Q99436-2	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7
Q99439	Q99439;A0A087X271;B4DDF4;B4DUT8;H3BVI6;K7ES69;Q99439-2	CNN2_HUMAN	CNN2	Calponin-2
Q99442	Q99442;F8WCJ7;F8WF48	SEC62_HUMAN	SEC62	Translocation protein SEC62
Q99447;Q99447-3	Q99447;I3L1L9;I3L1R7;I3L2Q1;Q99447-2;Q99447-3;Q99447-4	PCY2_HUMAN	PCYT2	Ethanolamine-phosphate cytidylyltransferase
Q99456	CON_Q99456;Q99456;A0A3B3ITG2	K1C12_HUMAN	KRT12	Keratin, type I cytoskeletal 12
Q99459	Q99459	CDC5L_HUMAN	CDC5L	Cell division cycle 5-like protein
Q99460	Q99460;A0A087WW66;A0A7I2V479;A0A7I2V523;A0A7I2V641;A0A7P0MW50;Q99460-2	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1
Q99466	Q99466;A0A140T8Y6;A0A140T9R5;A0A1U9X989;Q99466-2	NOTC4_HUMAN	NOTCH4	Neurogenic locus notch homolog protein 4
Q99470	Q99470;K7ELI9	SDF2_HUMAN	SDF2	Stromal cell-derived factor 2
Q99471	Q99471;H3BPF6;Q99471-3;A0A0D9SFR8;F8VNW6;H3BMQ1	PFD5_HUMAN	PFDN5	Prefoldin subunit 5
Q99487	Q99487;Q5SY00;Q5SY01	PAFA2_HUMAN	PAFAH2	Platelet-activating factor acetylhydrolase 2, cytoplasmic
Q99490;Q99490-2	F8VVT9;Q99490;Q99490-2;J3KNM6	AGAP2_HUMAN	AGAP2	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2
Q99496	Q99496;Q99496-2	RING2_HUMAN	RNF2	E3 ubiquitin-protein ligase RING2
Q99497	Q99497;K7ELW0	PARK7_HUMAN	PARK7	Parkinson disease protein 7
Q99504;Q99504-4;Q99504-5	Q99504;B1APR7;Q99504-2;Q99504-3;Q99504-4;Q99504-5	EYA3_HUMAN	EYA3	Eyes absent homolog 3
Q99519	Q99519;E9PIF4	NEUR1_HUMAN	NEU1	Sialidase-1
Q99523	Q99523;A0A0J9YVX1;A0A0J9YX61;Q99523-2	SORT_HUMAN	SORT1	Sortilin
Q99536	Q99536;K7ESA3;Q99536-2;Q99536-3	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog
Q99538	Q99538;Q99538-2;Q99538-3	LGMN_HUMAN	LGMN	Legumain
Q99541	Q99541;Q5SYF3;Q5SYF4;Q5SYF5	PLIN2_HUMAN	PLIN2	Perilipin-2
Q99542	Q99542;F8W1C3;Q99542-3	MMP19_HUMAN	MMP19	Matrix metalloproteinase-19
Q99543	Q99543;Q99543-2;F2Z3H0;F2Z3N9;H7C3L7	DNJC2_HUMAN	DNAJC2	DnaJ homolog subfamily C member 2
Q99547	Q99547;H3BNT4;H3BSB3	MPH6_HUMAN	MPHOSPH6	M-phase phosphoprotein 6
Q99549	Q99549;Q99549-2	MPP8_HUMAN	MPHOSPH8	M-phase phosphoprotein 8
Q99551	Q99551;B4DPR9;C9JE25;C9JNM8;C9JU79	MTEF1_HUMAN	MTERF1	Transcription termination factor 1, mitochondrial
Q99567	Q99567;A0A8V8TQZ0;J3KMX1;A0A8V8TPS0;A0A8V8TPT0;A0A8V8TQA5;A0A8V8TQB1;A0A8V8TQC2;A0A8V8TQC3	NUP88_HUMAN	NUP88	Nuclear pore complex protein Nup88
Q99569;Q99569-2	Q99569;Q99569-2;E7EST6;H0YFB1	PKP4_HUMAN	PKP4	Plakophilin-4
Q99570	Q99570	PI3R4_HUMAN	PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4
Q99571;Q99571-2	Q99571;Q99571-2;Q99571-3;F5H1M6	P2RX4_HUMAN	P2RX4	P2X purinoceptor 4
Q99574	Q99574;C9JDY5;C9JQU8	NEUS_HUMAN	SERPINI1	Neuroserpin
Q99575	Q99575	POP1_HUMAN	POP1	Ribonucleases P/MRP protein subunit POP1
Q99576	Q99576;D6R9J1	T22D3_HUMAN	TSC22D3	TSC22 domain family protein 3
Q99576-3	Q99576-3;D6R8Z7;D6RAX8;D6RBL1;D6RCK9;D6RD37;D6RDZ7;D6RDZ9	T22D3_HUMAN	TSC22D3	Isoform 2 of TSC22 domain family protein 3
Q99576;Q99576-3;Q99576-5	Q99576;Q99576-3;Q99576-5;A0A8I5KT94;E7EWD5;Q5JRJ0	T22D3_HUMAN	TSC22D3	TSC22 domain family protein 3
Q99584	Q99584	S10AD_HUMAN	S100A13	Protein S100-A13
Q99590	Q99590;F8VXG7;Q99590-2;A0A0A0MTP7	SCAFB_HUMAN	SCAF11	Protein SCAF11
Q99598	Q99598	TSNAX_HUMAN	TSNAX	Translin-associated protein X
Q99608	Q99608	NECD_HUMAN	NDN	Necdin
Q99611	Q99611	SPS2_HUMAN	SEPHS2	Selenide, water dikinase 2
Q99613	Q99613;B5ME19;H3BPE3;Q99613-2	EIF3C_HUMAN	EIF3C	Eukaryotic translation initiation factor 3 subunit C
Q99614	Q99614;A0A804HHT7;A0A804HKC5;A0A804HKI4;A0A804HL30	TTC1_HUMAN	TTC1	Tetratricopeptide repeat protein 1
Q99615	Q99615;A0A6I8PIK4;A0A6I8PLE7;A0A6I8PR89;A0A6I8PRZ0;A0A6I8PS32;A0A6I8PU73;A0A6I8PU89;A0A6I8PUC2;A0A6I8PUD4;K7EIH8;K7EK03;K7EPP7;K7ER44;Q99615-2	DNJC7_HUMAN	DNAJC7	DnaJ homolog subfamily C member 7
Q99618	Q99618;F5GX58;F8WDL1	CDCA3_HUMAN	CDCA3	Cell division cycle-associated protein 3
Q99622	Q99622;F5GXW5;U3KQ07	C10_HUMAN	C12orf57	Protein C10
Q99623	Q99623;F5GY37;F5H3X6;Q99623-2;A0A7I2V5F0;F5GWA7;J3KPX7	PHB2_HUMAN	PHB2	Prohibitin-2
Q99627	Q99627;E9PGT6;Q99627-2	CSN8_HUMAN	COPS8	COP9 signalosome complex subunit 8
Q99633	Q99633;Q99633-2	PRP18_HUMAN	PRPF18	Pre-mRNA-splicing factor 18
Q99638	Q99638;F5H4F1	RAD9A_HUMAN	RAD9A	Cell cycle checkpoint control protein RAD9A
Q99645	Q99645	EPYC_HUMAN	EPYC	Epiphycan
Q99650	Q99650;Q99650-2	OSMR_HUMAN	OSMR	Oncostatin-M-specific receptor subunit beta
Q99653	Q99653	CHP1_HUMAN	CHP1	Calcineurin B homologous protein 1
Q99661	Q99661;Q5JR91	KIF2C_HUMAN	KIF2C	Kinesin-like protein KIF2C
Q99661-2	Q99661-2	KIF2C_HUMAN	KIF2C	Isoform 2 of Kinesin-like protein KIF2C
Q99661;Q99661-2	Q99661;Q5JR91;Q99661-2	KIF2C_HUMAN	KIF2C	Kinesin-like protein KIF2C
Q99674	Q99674;Q99674-3;A0A4W8W4R1	CGRE1_HUMAN	CGREF1	Cell growth regulator with EF hand domain protein 1
